city_code,name,postal_code,address,phone,official_url,source_url,verified_at
27116,大阪市生野区役所,544-8501,大阪市生野区勝山南3-1-19,,https://www.city.osaka.lg.jp/ikuno/page/0000000473.html,"https://www.pref.osaka.lg.jp/o070050/koho/links/city.html,https://www.city.osaka.lg.jp/fukushi/page/0000371237.html,https://www.city.sakai.lg.jp/shisei/gaiyo/shozaichi.html",2026-07-07
27117,大阪市旭区役所,535-8501,大阪市旭区大宮1-1-17,,https://www.city.osaka.lg.jp/asahi/category/3381-1-0-0-0-0-0-0-0-0.html,"https://www.pref.osaka.lg.jp/o070050/koho/links/city.html,https://www.city.osaka.lg.jp/fukushi/page/0000371237.html,https://www.city.sakai.lg.jp/shisei/gaiyo/shozaichi.html",2026-07-07
27118,大阪市城東区役所,536-8510,大阪市城東区中央3-5-45,,https://www.city.osaka.lg.jp/joto/page/0000142043.html,"https://www.pref.osaka.lg.jp/o070050/koho/links/city.html,https://www.city.osaka.lg.jp/fukushi/page/0000371237.html,https://www.city.sakai.lg.jp/shisei/gaiyo/shozaichi.html",2026-07-07
27119,大阪市阿倍野区役所,545-8501,大阪市阿倍野区文の里1-1-40,,https://www.city.osaka.lg.jp/abeno/page/0000001174.html,"https://www.pref.osaka.lg.jp/o070050/koho/links/city.html,https://www.city.osaka.lg.jp/fukushi/page/0000371237.html,https://www.city.sakai.lg.jp/shisei/gaiyo/shozaichi.html",2026-07-07
27120,大阪市住吉区役所,558-8501,大阪市住吉区南住吉3-15-55,,https://www.city.osaka.lg.jp/sumiyoshi/page/0000158918.html,"https://www.pref.osaka.lg.jp/o070050/koho/links/city.html,https://www.city.osaka.lg.jp/fukushi/page/0000371237.html,https://www.city.sakai.lg.jp/shisei/gaiyo/shozaichi.html",2026-07-07
27121,大阪市東住吉区役所,546-8501,大阪市東住吉区東田辺1-13-4,,https://www.city.osaka.lg.jp/higashisumiyoshi/page/0000626425.html,"https://www.pref.osaka.lg.jp/o070050/koho/links/city.html,https://www.city.osaka.lg.jp/fukushi/page/0000371237.html,https://www.city.sakai.lg.jp/shisei/gaiyo/shozaichi.html",2026-07-07
27122,大阪市西成区役所,557-8501,大阪市西成区岸里1-5-20,,https://www.city.osaka.lg.jp/nishinari/page/0000000670.html,"https://www.pref.osaka.lg.jp/o070050/koho/links/city.html,https://www.city.osaka.lg.jp/fukushi/page/0000371237.html,https://www.city.sakai.lg.jp/shisei/gaiyo/shozaichi.html",2026-07-07
27123,大阪市淀川区役所,532-8501,大阪市淀川区十三東2-3-3,,https://www.city.osaka.lg.jp/yodogawa/page/0000037856.html,"https://www.pref.osaka.lg.jp/o070050/koho/links/city.html,https://www.city.osaka.lg.jp/fukushi/page/0000371237.html,https://www.city.sakai.lg.jp/shisei/gaiyo/shozaichi.html",2026-07-07
27124,大阪市鶴見区役所,538-8510,大阪市鶴見区横堤5-4-19,,https://www.city.osaka.lg.jp/tsurumi/page/0000384917.html,"https://www.pref.osaka.lg.jp/o070050/koho/links/city.html,https://www.city.osaka.lg.jp/fukushi/page/0000371237.html,https://www.city.sakai.lg.jp/shisei/gaiyo/shozaichi.html",2026-07-07
27125,大阪市住之江区役所,559-8601,大阪市住之江区御崎3-1-17,,https://www.city.osaka.lg.jp/suminoe/page/0000001831.html,"https://www.pref.osaka.lg.jp/o070050/koho/links/city.html,https://www.city.osaka.lg.jp/fukushi/page/0000371237.html,https://www.city.sakai.lg.jp/shisei/gaiyo/shozaichi.html",2026-07-07
27126,大阪市平野区役所,547-8580,大阪市平野区背戸口3-8-19,,https://www.city.osaka.lg.jp/hirano/category/3473-14-0-0-0-0-0-0-0-0.html,"https://www.pref.osaka.lg.jp/o070050/koho/links/city.html,https://www.city.osaka.lg.jp/fukushi/page/0000371237.html,https://www.city.sakai.lg.jp/shisei/gaiyo/shozaichi.html",2026-07-07
27127,大阪市北区役所,530-8401,大阪市北区扇町2-1-27,,https://www.city.osaka.lg.jp/kita/page/0000215984.html,"https://www.pref.osaka.lg.jp/o070050/koho/links/city.html,https://www.city.osaka.lg.jp/fukushi/page/0000371237.html,https://www.city.sakai.lg.jp/shisei/gaiyo/shozaichi.html",2026-07-07
27128,大阪市中央区役所,541-8518,大阪市中央区久太郎町1-2-27,,https://www.city.osaka.lg.jp/chuo/category/4037-0-0-0-0-0-0-0-0-0.html,"https://www.pref.osaka.lg.jp/o070050/koho/links/city.html,https://www.city.osaka.lg.jp/fukushi/page/0000371237.html,https://www.city.sakai.lg.jp/shisei/gaiyo/shozaichi.html",2026-07-07
27140,堺市役所,590-0078,堺市堺区南瓦町3番1号,072-233-1101,https://www.city.sakai.lg.jp/,"https://www.pref.osaka.lg.jp/o070050/koho/links/city.html,https://www.city.osaka.lg.jp/fukushi/page/0000371237.html,https://www.city.sakai.lg.jp/shisei/gaiyo/shozaichi.html",2026-07-07
27141,堺市堺区役所,590-0078,堺市堺区南瓦町3番1号,,https://www.city.sakai.lg.jp/sakai/,"https://www.pref.osaka.lg.jp/o070050/koho/links/city.html,https://www.city.osaka.lg.jp/fukushi/page/0000371237.html,https://www.city.sakai.lg.jp/shisei/gaiyo/shozaichi.html",2026-07-07
27142,堺市中区役所,599-8236,堺市中区深井沢町2470番地7,,https://www.city.sakai.lg.jp/naka/,"https://www.pref.osaka.lg.jp/o070050/koho/links/city.html,https://www.city.osaka.lg.jp/fukushi/page/0000371237.html,https://www.city.sakai.lg.jp/shisei/gaiyo/shozaichi.html",2026-07-07
27143,堺市東区役所,599-8112,堺市東区日置荘原寺町195番地1,,https://www.city.sakai.lg.jp/higashi/,"https://www.pref.osaka.lg.jp/o070050/koho/links/city.html,https://www.city.osaka.lg.jp/fukushi/page/0000371237.html,https://www.city.sakai.lg.jp/shisei/gaiyo/shozaichi.html",2026-07-07
27144,堺市西区役所,593-8324,堺市西区鳳東町6丁600番地,,https://www.city.sakai.lg.jp/nishi/,"https://www.pref.osaka.lg.jp/o070050/koho/links/city.html,https://www.city.osaka.lg.jp/fukushi/page/0000371237.html,https://www.city.sakai.lg.jp/shisei/gaiyo/shozaichi.html",2026-07-07
27145,堺市南区役所,590-0141,堺市南区桃山台1丁1番1号,,https://www.city.sakai.lg.jp/minami/,"https://www.pref.osaka.lg.jp/o070050/koho/links/city.html,https://www.city.osaka.lg.jp/fukushi/page/0000371237.html,https://www.city.sakai.lg.jp/shisei/gaiyo/shozaichi.html",2026-07-07
27146,堺市北区役所,591-8021,堺市北区新金岡町5丁1番4号,,https://www.city.sakai.lg.jp/kita/,"https://www.pref.osaka.lg.jp/o070050/koho/links/city.html,https://www.city.osaka.lg.jp/fukushi/page/0000371237.html,https://www.city.sakai.lg.jp/shisei/gaiyo/shozaichi.html",2026-07-07
27147,堺市美原区役所,587-8585,堺市美原区黒山167番地1,,https://www.city.sakai.lg.jp/mihara/,"https://www.pref.osaka.lg.jp/o070050/koho/links/city.html,https://www.city.osaka.lg.jp/fukushi/page/0000371237.html,https://www.city.sakai.lg.jp/shisei/gaiyo/shozaichi.html",2026-07-07
27202,岸和田市役所,596-8510,岸和田市岸城町7番1号,072-423-2121,https://www.city.kishiwada.lg.jp/,"https://www.pref.osaka.lg.jp/o070050/koho/links/city.html,https://www.city.osaka.lg.jp/fukushi/page/0000371237.html,https://www.city.sakai.lg.jp/shisei/gaiyo/shozaichi.html",2026-07-07
27203,豊中市役所,561-8501,豊中市中桜塚3丁目1番1号,06-6858-5050,http://www.city.toyonaka.osaka.jp/,"https://www.pref.osaka.lg.jp/o070050/koho/links/city.html,https://www.city.osaka.lg.jp/fukushi/page/0000371237.html,https://www.city.sakai.lg.jp/shisei/gaiyo/shozaichi.html",2026-07-07
27204,池田市役所,563-8666,池田市城南1-1-1,072-752-1111,http://www.city.ikeda.osaka.jp/,"https://www.pref.osaka.lg.jp/o070050/koho/links/city.html,https://www.city.osaka.lg.jp/fukushi/page/0000371237.html,https://www.city.sakai.lg.jp/shisei/gaiyo/shozaichi.html",2026-07-07
27205,吹田市役所,564-8550,吹田市泉町1丁目3番40号,06-6384-1231,http://www.city.suita.osaka.jp/,"https://www.pref.osaka.lg.jp/o070050/koho/links/city.html,https://www.city.osaka.lg.jp/fukushi/page/0000371237.html,https://www.city.sakai.lg.jp/shisei/gaiyo/shozaichi.html",2026-07-07
27206,泉大津市役所,595-8686,泉大津市東雲町9番12号,0725-33-1131,http://www.city.izumiotsu.lg.jp/,"https://www.pref.osaka.lg.jp/o070050/koho/links/city.html,https://www.city.osaka.lg.jp/fukushi/page/0000371237.html,https://www.city.sakai.lg.jp/shisei/gaiyo/shozaichi.html",2026-07-07
27207,高槻市役所,569-0067,高槻市桃園町2番1号,072-674-7111,http://www.city.takatsuki.osaka.jp/,"https://www.pref.osaka.lg.jp/o070050/koho/links/city.html,https://www.city.osaka.lg.jp/fukushi/page/0000371237.html,https://www.city.sakai.lg.jp/shisei/gaiyo/shozaichi.html",2026-07-07
27208,貝塚市役所,597-8585,貝塚市畠中1丁目17番1号,072-423-2151,http://www.city.kaizuka.lg.jp/,"https://www.pref.osaka.lg.jp/o070050/koho/links/city.html,https://www.city.osaka.lg.jp/fukushi/page/0000371237.html,https://www.city.sakai.lg.jp/shisei/gaiyo/shozaichi.html",2026-07-07
27209,守口市役所,570-8666,守口市京阪本通 2丁目5番5号,06-6992-1221,http://www.city.moriguchi.osaka.jp/,"https://www.pref.osaka.lg.jp/o070050/koho/links/city.html,https://www.city.osaka.lg.jp/fukushi/page/0000371237.html,https://www.city.sakai.lg.jp/shisei/gaiyo/shozaichi.html",2026-07-07
27210,枚方市役所,573-8666,枚方市大垣内町2丁目1番20号,072-841-1221,https://www.city.hirakata.osaka.jp/,"https://www.pref.osaka.lg.jp/o070050/koho/links/city.html,https://www.city.osaka.lg.jp/fukushi/page/0000371237.html,https://www.city.sakai.lg.jp/shisei/gaiyo/shozaichi.html",2026-07-07
27211,茨木市役所,567-8505,茨木市駅前三丁目8番13号,072-622-8121,http://www.city.ibaraki.osaka.jp/,"https://www.pref.osaka.lg.jp/o070050/koho/links/city.html,https://www.city.osaka.lg.jp/fukushi/page/0000371237.html,https://www.city.sakai.lg.jp/shisei/gaiyo/shozaichi.html",2026-07-07
27212,八尾市役所,581-0003,八尾市本町一丁目1番1号,072-991-3881,http://www.city.yao.osaka.jp/,"https://www.pref.osaka.lg.jp/o070050/koho/links/city.html,https://www.city.osaka.lg.jp/fukushi/page/0000371237.html,https://www.city.sakai.lg.jp/shisei/gaiyo/shozaichi.html",2026-07-07
27213,泉佐野市役所,598-8550,泉佐野市市場東1丁目1番1号,072-463-1212,http://www.city.izumisano.lg.jp/,"https://www.pref.osaka.lg.jp/o070050/koho/links/city.html,https://www.city.osaka.lg.jp/fukushi/page/0000371237.html,https://www.city.sakai.lg.jp/shisei/gaiyo/shozaichi.html",2026-07-07
27214,富田林市役所,584-8511,富田林市常盤町1-1,0721-25-1000,https://www.city.tondabayashi.lg.jp/,"https://www.pref.osaka.lg.jp/o070050/koho/links/city.html,https://www.city.osaka.lg.jp/fukushi/page/0000371237.html,https://www.city.sakai.lg.jp/shisei/gaiyo/shozaichi.html",2026-07-07
27215,寝屋川市役所,572-8555,寝屋川市本町1番1号,072-824-1181,http://www.city.neyagawa.osaka.jp/,"https://www.pref.osaka.lg.jp/o070050/koho/links/city.html,https://www.city.osaka.lg.jp/fukushi/page/0000371237.html,https://www.city.sakai.lg.jp/shisei/gaiyo/shozaichi.html",2026-07-07
27216,河内長野市役所,586-8501,河内長野市原町一丁目1番1号,0721-53-1111,http://www.city.kawachinagano.lg.jp/,"https://www.pref.osaka.lg.jp/o070050/koho/links/city.html,https://www.city.osaka.lg.jp/fukushi/page/0000371237.html,https://www.city.sakai.lg.jp/shisei/gaiyo/shozaichi.html",2026-07-07
27217,松原市役所,580-8501,松原市阿保1丁目1番1号,072-334-1550,https://www.city.matsubara.lg.jp/,"https://www.pref.osaka.lg.jp/o070050/koho/links/city.html,https://www.city.osaka.lg.jp/fukushi/page/0000371237.html,https://www.city.sakai.lg.jp/shisei/gaiyo/shozaichi.html",2026-07-07
27218,大東市役所,574-8555,大東市谷川1丁目1番1号,072-872-2181,http://www.city.daito.lg.jp/,"https://www.pref.osaka.lg.jp/o070050/koho/links/city.html,https://www.city.osaka.lg.jp/fukushi/page/0000371237.html,https://www.city.sakai.lg.jp/shisei/gaiyo/shozaichi.html",2026-07-07
27219,和泉市役所,594-8501,和泉市府中町二丁目7番5号,0725-41-1551,http://www.city.osaka-izumi.lg.jp/,"https://www.pref.osaka.lg.jp/o070050/koho/links/city.html,https://www.city.osaka.lg.jp/fukushi/page/0000371237.html,https://www.city.sakai.lg.jp/shisei/gaiyo/shozaichi.html",2026-07-07
27220,箕面市役所,562-0003,箕面市西小路4丁目6番1号,072-723-2121,http://www.city.minoh.lg.jp/,"https://www.pref.osaka.lg.jp/o070050/koho/links/city.html,https://www.city.osaka.lg.jp/fukushi/page/0000371237.html,https://www.city.sakai.lg.jp/shisei/gaiyo/shozaichi.html",2026-07-07
27221,柏原市役所,582-8555,柏原市安堂町1番55号,072-972-1501,http://www.city.kashiwara.osaka.jp/,"https://www.pref.osaka.lg.jp/o070050/koho/links/city.html,https://www.city.osaka.lg.jp/fukushi/page/0000371237.html,https://www.city.sakai.lg.jp/shisei/gaiyo/shozaichi.html",2026-07-07
27222,羽曳野市役所,583-8585,羽曳野市誉田4-1-1,072-958-1111,http://www.city.habikino.lg.jp/,"https://www.pref.osaka.lg.jp/o070050/koho/links/city.html,https://www.city.osaka.lg.jp/fukushi/page/0000371237.html,https://www.city.sakai.lg.jp/shisei/gaiyo/shozaichi.html",2026-07-07
27223,門真市役所,571-8585,門真市中町1-1,06-6902-1231,http://www.city.kadoma.osaka.jp/,"https://www.pref.osaka.lg.jp/o070050/koho/links/city.html,https://www.city.osaka.lg.jp/fukushi/page/0000371237.html,https://www.city.sakai.lg.jp/shisei/gaiyo/shozaichi.html",2026-07-07
27224,摂津市役所,566-8555,摂津市三島1丁目1番1号,06-6383-1111,http://www.city.settsu.osaka.jp/,"https://www.pref.osaka.lg.jp/o070050/koho/links/city.html,https://www.city.osaka.lg.jp/fukushi/page/0000371237.html,https://www.city.sakai.lg.jp/shisei/gaiyo/shozaichi.html",2026-07-07
27225,高石市役所,592-8585,高石市加茂4丁目1番1号,072-265-1001,http://www.city.takaishi.lg.jp/,"https://www.pref.osaka.lg.jp/o070050/koho/links/city.html,https://www.city.osaka.lg.jp/fukushi/page/0000371237.html,https://www.city.sakai.lg.jp/shisei/gaiyo/shozaichi.html",2026-07-07
27226,藤井寺市役所,583-8583,藤井寺市岡1丁目1番1号,072-939-1111,http://www.city.fujiidera.lg.jp/,"https://www.pref.osaka.lg.jp/o070050/koho/links/city.html,https://www.city.osaka.lg.jp/fukushi/page/0000371237.html,https://www.city.sakai.lg.jp/shisei/gaiyo/shozaichi.html",2026-07-07
27227,東大阪市役所,577-8521,東大阪市荒本北一丁目1番1号,06-4309-3000,http://www.city.higashiosaka.lg.jp/,"https://www.pref.osaka.lg.jp/o070050/koho/links/city.html,https://www.city.osaka.lg.jp/fukushi/page/0000371237.html,https://www.city.sakai.lg.jp/shisei/gaiyo/shozaichi.html",2026-07-07
27228,泉南市役所,590-0592,泉南市樽井一丁目1番1号,072-483-0001,https://www.city.sennan.lg.jp/,"https://www.pref.osaka.lg.jp/o070050/koho/links/city.html,https://www.city.osaka.lg.jp/fukushi/page/0000371237.html,https://www.city.sakai.lg.jp/shisei/gaiyo/shozaichi.html",2026-07-07
27229,四條畷市役所,575-8501,四條畷市中野本町1番1号,072-877-2121,http://www.city.shijonawate.lg.jp/,"https://www.pref.osaka.lg.jp/o070050/koho/links/city.html,https://www.city.osaka.lg.jp/fukushi/page/0000371237.html,https://www.city.sakai.lg.jp/shisei/gaiyo/shozaichi.html",2026-07-07
27230,交野市役所,576-8501,交野市私部1丁目1番1号,072-892-0121,http://www.city.katano.osaka.jp/,"https://www.pref.osaka.lg.jp/o070050/koho/links/city.html,https://www.city.osaka.lg.jp/fukushi/page/0000371237.html,https://www.city.sakai.lg.jp/shisei/gaiyo/shozaichi.html",2026-07-07
27231,大阪狭山市役所,589-8501,大阪狭山市狭山一丁目2384番地の1,072-366-0011,http://www.city.osakasayama.osaka.jp/,"https://www.pref.osaka.lg.jp/o070050/koho/links/city.html,https://www.city.osaka.lg.jp/fukushi/page/0000371237.html,https://www.city.sakai.lg.jp/shisei/gaiyo/shozaichi.html",2026-07-07
27232,阪南市役所,599-0292,阪南市尾崎町35番地の1,072-471-5678,http://www.city.hannan.lg.jp/,"https://www.pref.osaka.lg.jp/o070050/koho/links/city.html,https://www.city.osaka.lg.jp/fukushi/page/0000371237.html,https://www.city.sakai.lg.jp/shisei/gaiyo/shozaichi.html",2026-07-07
27301,島本町役場,618-8570,三島郡島本町桜井二丁目1番1号,075-961-5151,https://www.town.shimamoto.lg.jp/,"https://www.pref.osaka.lg.jp/o070050/koho/links/city.html,https://www.city.osaka.lg.jp/fukushi/page/0000371237.html,https://www.city.sakai.lg.jp/shisei/gaiyo/shozaichi.html",2026-07-07
27321,豊能町役場,563-0292,豊能郡豊能町余野414番地の1,072-739-0001,http://www.town.toyono.osaka.jp/,"https://www.pref.osaka.lg.jp/o070050/koho/links/city.html,https://www.city.osaka.lg.jp/fukushi/page/0000371237.html,https://www.city.sakai.lg.jp/shisei/gaiyo/shozaichi.html",2026-07-07
27322,能勢町役場,563-0392,豊能郡能勢町宿野28,072-734-0001,http://www.town.nose.osaka.jp/,"https://www.pref.osaka.lg.jp/o070050/koho/links/city.html,https://www.city.osaka.lg.jp/fukushi/page/0000371237.html,https://www.city.sakai.lg.jp/shisei/gaiyo/shozaichi.html",2026-07-07
27341,忠岡町役場,595-0805,泉北郡忠岡町忠岡東1丁目34番1号,0725-22-1122,http://www.town.tadaoka.osaka.jp/,"https://www.pref.osaka.lg.jp/o070050/koho/links/city.html,https://www.city.osaka.lg.jp/fukushi/page/0000371237.html,https://www.city.sakai.lg.jp/shisei/gaiyo/shozaichi.html",2026-07-07
27361,熊取町役場,590-0495,泉南郡熊取町野田1丁目1番1号,072-452-1001,http://www.town.kumatori.lg.jp/,"https://www.pref.osaka.lg.jp/o070050/koho/links/city.html,https://www.city.osaka.lg.jp/fukushi/page/0000371237.html,https://www.city.sakai.lg.jp/shisei/gaiyo/shozaichi.html",2026-07-07
27362,田尻町役場,598-8588,泉南郡田尻町嘉祥寺375番地1,072-466-1000,http://www.town.tajiri.osaka.jp/,"https://www.pref.osaka.lg.jp/o070050/koho/links/city.html,https://www.city.osaka.lg.jp/fukushi/page/0000371237.html,https://www.city.sakai.lg.jp/shisei/gaiyo/shozaichi.html",2026-07-07
27366,岬町役場,599-0392,泉南郡岬町深日2000-1,072-492-2001,http://www.town.misaki.osaka.jp/,"https://www.pref.osaka.lg.jp/o070050/koho/links/city.html,https://www.city.osaka.lg.jp/fukushi/page/0000371237.html,https://www.city.sakai.lg.jp/shisei/gaiyo/shozaichi.html",2026-07-07
27381,太子町役場,583-8580,南河内郡太子町大字山田88番地,0721-98-0300,http://www.town.taishi.osaka.jp/,"https://www.pref.osaka.lg.jp/o070050/koho/links/city.html,https://www.city.osaka.lg.jp/fukushi/page/0000371237.html,https://www.city.sakai.lg.jp/shisei/gaiyo/shozaichi.html",2026-07-07
27382,河南町役場,585-8585,南河内郡河南町大字白木1359番地の6,0721-93-2500,http://www.town.kanan.osaka.jp/,"https://www.pref.osaka.lg.jp/o070050/koho/links/city.html,https://www.city.osaka.lg.jp/fukushi/page/0000371237.html,https://www.city.sakai.lg.jp/shisei/gaiyo/shozaichi.html",2026-07-07
27383,千早赤阪村役場,585-8501,南河内郡千早赤阪村大字水分180番地,0721-72-0081,http://www.vill.chihayaakasaka.osaka.jp/,"https://www.pref.osaka.lg.jp/o070050/koho/links/city.html,https://www.city.osaka.lg.jp/fukushi/page/0000371237.html,https://www.city.sakai.lg.jp/shisei/gaiyo/shozaichi.html",2026-07-07
